"@""()()(?-n:\1\2)""";"RegexOptions.None";"null"
"@""()()(?-n:\1\2)""";"RegexOptions.ExplicitCapture";"RegexParseError.UndefinedBackref"
"@""(?n:)()()\1\2""";"RegexOptions.None";"null"
"@""(?n:)()()\1\2""";"RegexOptions.ExplicitCapture";"RegexParseError.UndefinedBackref"
"@""(?-n:)()()\1\2""";"RegexOptions.None";"null"
"@""(?-n:)()()\1\2""";"RegexOptions.ExplicitCapture";"RegexParseError.UndefinedBackref"
"@""(?n)(?-n)()()\1\2""";"RegexOptions.None";"null"
"@""(?n)(?-n)()()\1\2""";"RegexOptions.ExplicitCapture";"null"
"@""(?-n)(?n)()()\1\2""";"RegexOptions.None";"RegexParseError.UndefinedBackref"
"@""(?-n)(?n)()()\1\2""";"RegexOptions.ExplicitCapture";"RegexParseError.UndefinedBackref"
"@""[aeiou]""";"RegexOptions.None";"null"
"@""(?<duplicateWord>\w+)\s\k<duplicateWord>\W(?<nextWord>\w+)""";"RegexOptions.None";"null"
"@""((?<One>abc)\d+)?(?<Two>xyz)(.*)""";"RegexOptions.None";"null"
"@""(\w+)\s(\1)""";"RegexOptions.None";"null"
"@""\Bqu\w+""";"RegexOptions.None";"null"
"@""\bare\w*\b""";"RegexOptions.None";"null"
"@""\G(\w+\s?\w*),?""";"RegexOptions.None";"null"
"@""\D+(?<digit>\d+)\D+(?<digit>\d+)?""";"RegexOptions.None";"null"
"@""(\s\d{4}(-(\d{4}&#124;present))?,?)+""";"RegexOptions.None";"null"
"@""^((\w+(\s?)){2,}),\s(\w+\s\w+),(\s\d{4}(-(\d{4}|present))?,?)+""";"RegexOptions.None";"null"
"@""^[0-9-[2468]]+$""";"RegexOptions.None";"null"
"@""[a-z-[0-9]]""";"RegexOptions.None";"null"
"@""[\p{IsBasicLatin}-[\x00-\x7F]]""";"RegexOptions.None";"null"
"@""[\u0000-\uFFFF-[\s\p{P}\p{IsGreek}\x85]]""";"RegexOptions.None";"null"
"@""[a-z-[d-w-[m-o]]]""";"RegexOptions.None";"null"
"@""((\w+(\s?)){2,}""";"RegexOptions.None";"RegexParseError.NotEnoughParentheses"
"@""[a-z-[djp]]""";"RegexOptions.None";"null"
"@""(\w)\1+.\b""";"RegexOptions.None";"null"
"@""\d{4}\b""";"RegexOptions.None";"null"
"@""\d{1,2},""";"RegexOptions.None";"null"
"@""(?<!(Saturday|Sunday) )\b\w+ \d{1,2}, \d{4}\b""";"RegexOptions.None";"null"
"@""(?<=\b20)\d{2}\b""";"RegexOptions.None";"null"
"@""\b\w+\b(?!\p{P})""";"RegexOptions.None";"null"
"@""\b(?!un)\w+\b""";"RegexOptions.None";"null"
"@""\b(?ix: d \w+)\s""";"RegexOptions.None";"null"
"@""(?:\w+)""";"RegexOptions.None";"null"
"@""(?:\b(?:\w+)\W*)+""";"RegexOptions.None";"null"
"@""(?:\b(?:\w+)\W*)+\.""";"RegexOptions.None";"null"
"@""[^<>]*""";"RegexOptions.None";"null"
"@""\b\w+(?=\sis\b)""";"RegexOptions.None";"null"
"@""[a-z-[m]]""";"RegexOptions.None";"null"
"@""^\D\d{1,5}\D*$""";"RegexOptions.None";"null"
"@""[^0-9]""";"RegexOptions.None";"null"
"@""(\p{IsGreek}+(\s)?)+""";"RegexOptions.None";"null"
"@""\b(\p{IsGreek}+(\s)?)+\p{Pd}\s(\p{IsBasicLatin}+(\s)?)+""";"RegexOptions.None";"null"
"@""\b.*[.?!;:](\s|\z)""";"RegexOptions.None";"null"
"@""^.+""";"RegexOptions.None";"null"
"@""[^o]""";"RegexOptions.None";"null"
"@""\bth[^o]\w+\b""";"RegexOptions.None";"null"
"@""(\P{Sc})+""";"RegexOptions.None";"null"
"@""[^\p{P}\d]""";"RegexOptions.None";"null"
"@""\b[A-Z]\w*\b""";"RegexOptions.None";"null"
"@""\S+?""";"RegexOptions.None";"null"
"@""y\s""";"RegexOptions.None";"null"
"@""gr[ae]y\s\S+?[\s\p{P}]""";"RegexOptions.None";"null"
"@""[\s\p{P}]""";"RegexOptions.None";"null"
"@""[\p{P}\d]""";"RegexOptions.None";"null"
"@""[^aeiou]""";"RegexOptions.None";"null"
"@""(\w)\1""";"RegexOptions.None";"null"
"@""[^\p{Ll}\p{Lu}\p{Lt}\p{Lo}\p{Nd}\p{Pc}\p{Lm}] """;"RegexOptions.None";"null"
"@""[^a-zA-Z_0-9]""";"RegexOptions.None";"null"
"@""\P{Nd}""";"RegexOptions.None";"null"
"@""(\(?\d{3}\)?[\s-])?""";"RegexOptions.None";"null"
"@""^(\(?\d{3}\)?[\s-])?\d{3}-\d{4}$""";"RegexOptions.None";"null"
"@""[0-9]""";"RegexOptions.None";"null"
"@""\p{Nd}""";"RegexOptions.None";"null"
"@""\b(\S+)\s?""";"RegexOptions.None";"null"
"@""[^ \f\n\r\t\v]""";"RegexOptions.None";"null"
"@""[^\f\n\r\t\v\x85\p{Z}]""";"RegexOptions.None";"null"
"@""(\s|$)""";"RegexOptions.None";"null"
"@""\b\w+(e)?s(\s|$)""";"RegexOptions.None";"null"
"@""[ \f\n\r\t\v]""";"RegexOptions.None";"null"
"@""(\W){1,2}""";"RegexOptions.None";"null"
"@""(\w+)""";"RegexOptions.None";"null"
"@""\b""";"RegexOptions.None";"null"
"@""\b(\w+)(\W){1,2}""";"RegexOptions.None";"null"
"@""(?>(\w)\1+).\b""";"RegexOptions.None";"null"
"@""(\b(\w+)\W+)+""";"RegexOptions.None";"null"
"@""\p{Sc}*(\s?\d+[.,]?\d*)\p{Sc}*""";"RegexOptions.None";"null"
"@""p{Sc}*(?<amount>\s?\d+[.,]?\d*)\p{Sc}*""";"RegexOptions.None";"null"
"@""^(\w+\s?)+$""";"RegexOptions.None";"null"
"@""(?ix) d \w+ \s""";"RegexOptions.None";"null"
"@""\bthe\w*\b""";"RegexOptions.None";"null"
"@""\b(?i:t)he\w*\b""";"RegexOptions.None";"null"
"@""^(\w+)\s(\d+)$""";"RegexOptions.None";"null"
"@""^(\w+)\s(\d+)\r*$""";"RegexOptions.Multiline";"null"
"@""(?m)^(\w+)\s(\d+)\r*$""";"RegexOptions.Multiline";"null"
"@""(?s)^.+""";"RegexOptions.None";"null"
"@""\b(\d{2}-)*(?(1)\d{7}|\d{3}-\d{2}-\d{4})\b""";"RegexOptions.None";"null"
"@""\b\(?((\w+),?\s?)+[\.!?]\)?""";"RegexOptions.None";"null"
"@""(?n)\b\(?((?>\w+),?\s?)+[\.!?]\)?""";"RegexOptions.None";"null"
"@""\b\(?(?n:(?>\w+),?\s?)+[\.!?]\)?""";"RegexOptions.None";"null"
"@""\b\(?((?>\w+),?\s?)+[\.!?]\)?""";"RegexOptions.IgnorePatternWhitespace";"null"
"@""(?x)\b \(? ( (?>\w+) ,?\s? )+  [\.!?] \)? # Matches an entire sentence.""";"RegexOptions.None";"null"
"@""\bb\w+\s""";"RegexOptions.RightToLeft";"null"
"@""(?<=\d{1,2}\s)\w+,?\s\d{4}""";"RegexOptions.RightToLeft";"null"
"@""\b(\w+\s*)+""";"RegexOptions.ECMAScript";"null"
"@""((a+)(\1) ?)+""";"RegexOptions.ECMAScript";"null"
"@""\b(D\w+)\s(d\w+)\b""";"RegexOptions.None";"null"
"@""\b(D\w+)(?ixn) \s (d\w+) \b""";"RegexOptions.None";"null"
"@""\b((?# case-sensitive comparison)D\w+)\s((?#case-insensitive comparison)d\w+)\b""";"RegexOptions.None";"null"
"@""\b\(?((?>\w+),?\s?)+[\.!?]\)?""";"RegexOptions.None";"null"
"@""\b(?<n2>\d{2}-)*(?(n2)\d{7}|\d{3}-\d{2}-\d{4})\b""";"RegexOptions.None";"null"
"@""\b(\d{2}-\d{7}|\d{3}-\d{2}-\d{4})\b""";"RegexOptions.None";"null"
"@""\bgr(a|e)y\b""";"RegexOptions.None";"null"
"@""\b91*9*\b""";"RegexOptions.None";"null"
"@""\ban+\w*?\b""";"RegexOptions.None";"null"
"@""\ban?\b""";"RegexOptions.None";"null"
"@""\b\d+\,\d{3}\b""";"RegexOptions.None";"null"
"@""\b\d{2,}\b\D+""";"RegexOptions.None";"null"
"@""(00\s){2,4}""";"RegexOptions.None";"null"
"@""\b\w*?oo\w*?\b""";"RegexOptions.None";"null"
"@""\b\w+?\b""";"RegexOptions.None";"null"
"@""^\s*(System.)??Console.Write(Line)??\(??""";"RegexOptions.None";"null"
"@""(System.)??""";"RegexOptions.None";"null"
"@""\b(\w{3,}?\.){2}?\w{3,}?\b""";"RegexOptions.None";"null"
"@""\b[A-Z](\w*?\s*?){1,10}[.!?]""";"RegexOptions.None";"null"
"@""b.*([0-9]{4})\b""";"RegexOptions.None";"null"
"@""\b.*?([0-9]{4})\b""";"RegexOptions.None";"null"
"@""(a?)*""";"RegexOptions.None";"null"
"@""(a\1|(?(1)\1)){0,2}""";"RegexOptions.None";"null"
"@""(a\1|(?(1)\1)){2}""";"RegexOptions.None";"null"
"@""(?<char>\w)\k<char>""";"RegexOptions.None";"null"
"@""(?<2>\w)\k<2>""";"RegexOptions.None";"null"
"@""(?<1>a)(?<1>\1b)*""";"RegexOptions.None";"null"
"@""\b(\p{Lu}{2})(\d{2})?(\p{Lu}{2})\b""";"RegexOptions.None";"null"
"@""\bgr[ae]y\b""";"RegexOptions.None";"null"
"@""\b((?# case sensitive comparison)D\w+)\s(?ixn)((?#case insensitive comparison)d\w+)\b""";"RegexOptions.None";"null"
"@""\{\d+(,-*\d+)*(\:\w{1,4}?)*\}(?x) # Looks for a composite format item.""";"RegexOptions.None";"null"
"@""cat([a-\d]*)dog""";"RegexOptions.None";"RegexParseError.BadClassInCharRange"
"@""\k<1""";"RegexOptions.None";"RegexParseError.UnrecognizedEscape"
"@""(?')""";"RegexOptions.None";"RegexParseError.InvalidGroupName"
"@""(?<)""";"RegexOptions.None";"RegexParseError.InvalidGroupName"
"@""(?imn )""";"RegexOptions.None";"RegexParseError.UnrecognizedGrouping"
"@""(?imn""";"RegexOptions.None";"RegexParseError.UnrecognizedGrouping"
"@""(?'cat'""";"RegexOptions.None";"RegexParseError.NotEnoughParentheses"
"@""(?'""";"RegexOptions.None";"RegexParseError.UnrecognizedGrouping"
"@""[^""";"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[cat""";"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[^cat""";"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""\p{""";"RegexOptions.None";"RegexParseError.IncompleteSlashP"
"@""\p{cat""";"RegexOptions.None";"RegexParseError.IncompleteSlashP"
"@""\k<cat""";"RegexOptions.None";"RegexParseError.UnrecognizedEscape"
"@""\p{cat}""";"RegexOptions.None";"RegexParseError.UnknownUnicodeProperty"
"@""\P{cat""";"RegexOptions.None";"RegexParseError.IncompleteSlashP"
"@""\P{cat}""";"RegexOptions.None";"RegexParseError.UnknownUnicodeProperty"
"@""(?<cat>""";"RegexOptions.None";"RegexParseError.NotEnoughParentheses"
"@""\P{""";"RegexOptions.None";"RegexParseError.IncompleteSlashP"
"@""\k<>""";"RegexOptions.None";"RegexParseError.UnrecognizedEscape"
"@""(?(""";"RegexOptions.None";"RegexParseError.NotEnoughParentheses"
"@""(?()|""";"RegexOptions.None";"RegexParseError.NotEnoughParentheses"
"@""?(a|b)""";"RegexOptions.None";"RegexParseError.QuantifyAfterNothing"
"@""?((a)""";"RegexOptions.None";"RegexParseError.QuantifyAfterNothing"
"@""?((a)a""";"RegexOptions.None";"RegexParseError.QuantifyAfterNothing"
"@""?((a)a|""";"RegexOptions.None";"RegexParseError.QuantifyAfterNothing"
"@""?((a)a|b""";"RegexOptions.None";"RegexParseError.QuantifyAfterNothing"
"@""?(a)""";"RegexOptions.None";"RegexParseError.QuantifyAfterNothing"
"@""[a""";"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""?(a:b)""";"RegexOptions.None";"RegexParseError.QuantifyAfterNothing"
"@""(?(?""";"RegexOptions.None";"RegexParseError.UnrecognizedGrouping"
"@""(?(cat""";"RegexOptions.None";"RegexParseError.NotEnoughParentheses"
"@""(?(cat)|""";"RegexOptions.None";"RegexParseError.NotEnoughParentheses"
"@""foo(?<0>bar)""";"RegexOptions.None";"RegexParseError.CapnumNotZero"
"@""foo(?'0'bar)""";"RegexOptions.None";"RegexParseError.CapnumNotZero"
"@""foo(?<1bar)""";"RegexOptions.None";"RegexParseError.InvalidGroupName"
"@""foo(?'1bar)""";"RegexOptions.None";"RegexParseError.InvalidGroupName"
"@""\p{klsak""";"RegexOptions.None";"RegexParseError.IncompleteSlashP"
"@""(?c:cat)""";"RegexOptions.None";"RegexParseError.UnrecognizedGrouping"
"@""(??e:cat)""";"RegexOptions.None";"RegexParseError.UnrecognizedGrouping"
"@""[a-f-[]]+""";"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""[A-[]+""";"RegexOptions.None";"RegexParseError.UnterminatedBracket"
"@""(?(?e))""";"RegexOptions.None";"RegexParseError.UnrecognizedGrouping"
"@""(?(?a)""";"RegexOptions.None";"RegexParseError.UnrecognizedGrouping"
"@""(?r:cat)""";"RegexOptions.None";"RegexParseError.UnrecognizedGrouping"
"@""\x2""";"RegexOptions.None";"RegexParseError.TooFewHex"
"@""(cat) (?#cat)    \s+ (?#followed by 1 or more whitespace""";"RegexOptions.IgnorePatternWhitespace";"RegexParseError.UnterminatedComment"
"@""cat(?(?afdcat)dog)""";"RegexOptions.None";"RegexParseError.UnrecognizedGrouping"
"@""cat(?(?<cat>cat)dog)""";"RegexOptions.None";"RegexParseError.AlternationCantCapture"
"@""cat(?(?'cat'cat)dog)""";"RegexOptions.None";"RegexParseError.AlternationCantCapture"
"@""cat(?(?#COMMENT)cat)""";"RegexOptions.None";"RegexParseError.AlternationCantHaveComment"
"@""cat(?<>dog)""";"RegexOptions.None";"RegexParseError.InvalidGroupName"
"@""cat(?<dog<>)_*>dog)""";"RegexOptions.None";"RegexParseError.InvalidGroupName"
"@""cat(?<dog >)_*>dog)""";"RegexOptions.None";"RegexParseError.InvalidGroupName"
"@""cat(?<dog!>)_*>dog)""";"RegexOptions.None";"RegexParseError.InvalidGroupName"
"@""cat(?<dog)_*>dog)""";"RegexOptions.None";"RegexParseError.InvalidGroupName"
"@""cat(?<1dog>dog)""";"RegexOptions.None";"RegexParseError.InvalidGroupName"
"@""cat(?<0>dog)""";"RegexOptions.None";"RegexParseError.CapnumNotZero"
"@""([5-\D]*)dog""";"RegexOptions.None";"RegexParseError.BadClassInCharRange"
"@""cat([6-\s]*)dog""";"RegexOptions.None";"RegexParseError.BadClassInCharRange"
"@""cat([c-\S]*)""";"RegexOptions.None";"RegexParseError.BadClassInCharRange"
"@""cat([7-\w]*)""";"RegexOptions.None";"RegexParseError.BadClassInCharRange"
"@""cat([a-\W]*)dog""";"RegexOptions.None";"RegexParseError.BadClassInCharRange"
"@""([f-\p{Lu}]\w*)\s([\p{Lu}]\w*)""";"RegexOptions.None";"RegexParseError.BadClassInCharRange"
"@""(cat) (?#cat)    \s+ (?#followed by 1 or more whitespace""";"RegexOptions.None";"RegexParseError.UnterminatedComment"
"@""([1-\P{Ll}][\p{Ll}]*)\s([\P{Ll}][\p{Ll}]*)""";"RegexOptions.None";"RegexParseError.BadClassInCharRange"
"@""[\P]""";"RegexOptions.None";"RegexParseError.IncompleteSlashP"
"@""([\pcat])""";"RegexOptions.None";"RegexParseError.MalformedSlashP"
"@""([\Pcat])""";"RegexOptions.None";"RegexParseError.MalformedSlashP"
"@""(\p{""";"RegexOptions.None";"RegexParseError.IncompleteSlashP"
"@""(\p{Ll""";"RegexOptions.None";"RegexParseError.IncompleteSlashP"
"@""(cat)([\o]*)(dog)""";"RegexOptions.None";"RegexParseError.UnrecognizedEscape"
"@""[\p]""";"RegexOptions.None";"RegexParseError.IncompleteSlashP"
"@""(?<cat>cat)\s+(?<dog>dog)\kcat""";"RegexOptions.None";"RegexParseError.MalformedNameRef"
"@""(?<cat>cat)\s+(?<dog>dog)\k<cat2>""";"RegexOptions.None";"RegexParseError.UndefinedNameRef"
"@""(?<cat>cat)\s+(?<dog>dog)\k<8>cat""";"RegexOptions.None";"RegexParseError.UndefinedBackref"
"@""^[abcd]{1}?*$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""^[abcd]*+$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""^[abcd]+*$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""^[abcd]?*$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""^[abcd]*?+$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""^[abcd]+?*$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""^[abcd]{1,}?*$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""^[abcd]??*$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""^[abcd]+{0,5}$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""^[abcd]?{0,5}$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""\ua""";"RegexOptions.None";"RegexParseError.TooFewHex"
"@""^[abcd]*{0,5}$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""^[abcd]{0,16}?*$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""^[abcd]{1,}*$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""(?<cat>cat)\s+(?<dog>dog)\k<8>cat""";"RegexOptions.ECMAScript";"RegexParseError.UndefinedBackref"
"@""(?<cat>cat)\s+(?<dog>dog)\k8""";"RegexOptions.None";"RegexParseError.MalformedNameRef"
"@""(?<cat>cat)\s+(?<dog>dog)\k8""";"RegexOptions.ECMAScript";"RegexParseError.MalformedNameRef"
"@""(cat)(\7)""";"RegexOptions.None";"RegexParseError.UndefinedBackref"
"@""(cat)\s+(?<2147483648>dog)""";"RegexOptions.None";"RegexParseError.CaptureGroupOutOfRange"
"@""(cat)\s+(?<21474836481097>dog)""";"RegexOptions.None";"RegexParseError.CaptureGroupOutOfRange"
"@""^[abcd]{1}*$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""(cat)(\c*)(dog)""";"RegexOptions.None";"RegexParseError.UnrecognizedControl"
"@""(cat)(\c *)(dog)""";"RegexOptions.None";"RegexParseError.UnrecognizedControl"
"@""(cat)(\c?*)(dog)""";"RegexOptions.None";"RegexParseError.UnrecognizedControl"
"@""(cat)(\c`*)(dog)""";"RegexOptions.None";"RegexParseError.UnrecognizedControl"
"@""(cat)(\c\|*)(dog)""";"RegexOptions.None";"RegexParseError.QuantifyAfterNothing"
"@""^[abcd]{0,16}*$""";"RegexOptions.None";"RegexParseError.NestedQuantify"
"@""(cat)\c""";"RegexOptions.None";"RegexParseError.MissingControl"
